date,month,equipment,department,total_units,units_in_use,utilization_rate,maintenance_flag
2025-11-07,11,Pulse Oximeter,Neurology,10,7,79.5,0
2025-11-07,11,Pulse Oximeter,General,10,9,92.6,0
2025-11-08,11,Ventilator,Oncology,3,2,84.5,0
2025-11-08,11,Ventilator,General,3,2,85.8,0
2025-11-08,11,Ventilator,Neurology,3,2,85.3,0
2025-11-08,11,Ventilator,Pediatrics,3,2,83.9,0
2025-11-08,11,Ventilator,Orthopedics,3,2,76.2,0
2025-11-08,11,Ventilator,Cardiology,3,2,78.3,0
2025-11-08,11,ECG Monitor,Neurology,5,4,91.1,1
2025-11-08,11,ECG Monitor,Orthopedics,5,3,70.2,0
2025-11-08,11,ECG Monitor,Oncology,5,2,54.1,0
2025-11-08,11,ECG Monitor,Maternity,5,3,71.5,0
2025-11-08,11,ECG Monitor,General,5,3,68.5,0
2025-11-08,11,Infusion Pump,ICU,8,7,93.8,0
2025-11-08,11,Infusion Pump,General,8,7,92.0,0
2025-11-08,11,Infusion Pump,Neurology,8,6,83.6,0
2025-11-08,11,Infusion Pump,Orthopedics,8,7,96.4,0
2025-11-08,11,Infusion Pump,Oncology,8,6,76.1,1
2025-11-08,11,Defibrillator,ICU,2,0,38.7,0
2025-11-08,11,Defibrillator,Neurology,2,1,59.6,0
2025-11-08,11,Defibrillator,Maternity,2,0,40.7,0
2025-11-08,11,Defibrillator,Surgery,2,0,44.8,0
2025-11-08,11,Defibrillator,Orthopedics,2,0,45.5,1
2025-11-08,11,Defibrillator,Pediatrics,2,0,43.1,0
2025-11-08,11,Ultrasound,Cardiology,1,0,56.8,0
2025-11-08,11,Ultrasound,Oncology,1,0,64.3,0
2025-11-08,11,Ultrasound,Neurology,1,0,75.2,0
2025-11-08,11,Ultrasound,Emergency,1,0,73.3,0
2025-11-08,11,Ultrasound,Surgery,1,0,71.3,0
2025-11-08,11,Ultrasound,Maternity,1,0,64.0,0
2025-11-08,11,Pulse Oximeter,Pediatrics,10,8,86.8,0
2025-11-08,11,Pulse Oximeter,Cardiology,10,8,86.4,0
2025-11-08,11,Pulse Oximeter,Surgery,10,8,88.6,0
2025-11-08,11,Pulse Oximeter,Oncology,10,8,87.1,0
2025-11-08,11,Pulse Oximeter,Orthopedics,10,9,99.0,1
2025-11-09,11,Ventilator,Oncology,3,2,84.9,0
2025-11-09,11,Ventilator,General,3,2,78.9,0
2025-11-09,11,Ventilator,Cardiology,3,2,73.3,0
2025-11-09,11,ECG Monitor,ICU,5,3,77.9,0
2025-11-09,11,ECG Monitor,Surgery,5,3,75.4,0
2025-11-09,11,ECG Monitor,General,5,4,80.3,0
2025-11-09,11,Infusion Pump,Surgery,8,7,95.4,0
2025-11-09,11,Infusion Pump,Pediatrics,8,6,84.2,0
2025-11-09,11,Infusion Pump,General,8,7,88.4,0
2025-11-09,11,Infusion Pump,Oncology,8,7,95.1,0
2025-11-09,11,Infusion Pump,Cardiology,8,6,85.8,0
2025-11-09,11,Defibrillator,Cardiology,2,0,47.4,0
2025-11-09,11,Defibrillator,Surgery,2,1,55.3,0
2025-11-09,11,Defibrillator,ICU,2,0,36.0,0
2025-11-09,11,Defibrillator,Orthopedics,2,0,46.9,0
2025-11-09,11,Defibrillator,Oncology,2,0,40.5,0
2025-11-09,11,Ultrasound,Maternity,1,0,73.4,0
2025-11-09,11,Ultrasound,Pediatrics,1,0,60.8,0
2025-11-09,11,Ultrasound,ICU,1,0,59.1,0
2025-11-09,11,Ultrasound,Emergency,1,0,65.5,0
2025-11-09,11,Ultrasound,Orthopedics,1,0,77.3,0
2025-11-09,11,Pulse Oximeter,General,10,9,96.1,0
2025-11-09,11,Pulse Oximeter,Surgery,10,8,81.3,0
2025-11-09,11,Pulse Oximeter,Oncology,10,9,90.8,0
2025-11-09,11,Pulse Oximeter,Cardiology,10,8,82.7,0
2025-11-09,11,Pulse Oximeter,Pediatrics,10,8,89.8,0
2025-11-09,11,Pulse Oximeter,Maternity,10,9,94.8,0
2025-11-10,11,Ventilator,Neurology,3,2,79.5,0
2025-11-10,11,Ventilator,General,3,2,88.2,0
2025-11-10,11,Ventilator,Orthopedics,3,2,82.0,1
2025-11-10,11,Ventilator,Oncology,3,2,86.5,0
2025-11-10,11,ECG Monitor,Surgery,5,4,86.3,0
2025-11-10,11,ECG Monitor,Pediatrics,5,3,75.5,0
2025-11-10,11,ECG Monitor,Emergency,5,3,67.6,0
2025-11-10,11,ECG Monitor,Neurology,5,3,67.9,0
2025-11-10,11,ECG Monitor,General,5,3,71.0,0
2025-11-10,11,ECG Monitor,Oncology,5,4,88.6,0
2025-11-10,11,Infusion Pump,Surgery,8,6,78.8,0
2025-11-10,11,Infusion Pump,Pediatrics,8,6,84.6,0
2025-11-10,11,Infusion Pump,Emergency,8,7,95.0,0
2025-11-10,11,Infusion Pump,Cardiology,8,7,91.4,0
2025-11-10,11,Infusion Pump,General,8,6,81.7,0
2025-11-10,11,Defibrillator,Orthopedics,2,1,56.9,0
2025-11-10,11,Defibrillator,Cardiology,2,1,56.7,0
2025-11-10,11,Defibrillator,Pediatrics,2,0,48.7,0
2025-11-10,11,Defibrillator,Surgery,2,1,53.2,1
2025-11-10,11,Defibrillator,Maternity,2,1,55.4,0
2025-11-10,11,Defibrillator,ICU,2,1,53.9,1
2025-11-10,11,Ultrasound,Maternity,1,0,66.3,0
2025-11-10,11,Ultrasound,Cardiology,1,0,67.2,0
2025-11-10,11,Ultrasound,Neurology,1,0,56.2,0
2025-11-10,11,Pulse Oximeter,General,10,9,93.2,0
2025-11-10,11,Pulse Oximeter,Neurology,10,9,91.6,0
2025-11-10,11,Pulse Oximeter,Cardiology,10,8,83.4,0
2025-11-10,11,Pulse Oximeter,Surgery,10,8,87.3,0
2025-11-11,11,Ventilator,General,3,2,83.6,0
2025-11-11,11,Ventilator,Maternity,3,2,76.9,0
2025-11-11,11,Ventilator,Pediatrics,3,2,77.6,0
2025-11-11,11,Ventilator,Surgery,3,2,78.6,0
2025-11-11,11,Ventilator,Orthopedics,3,2,77.7,0
2025-11-11,11,ECG Monitor,Pediatrics,5,3,67.5,0
2025-11-11,11,ECG Monitor,Oncology,5,4,83.2,0
2025-11-11,11,ECG Monitor,Orthopedics,5,2,58.6,0
2025-11-11,11,ECG Monitor,Neurology,5,3,77.7,0
2025-11-11,11,Infusion Pump,ICU,8,7,97.7,0
2025-11-11,11,Infusion Pump,Oncology,8,6,85.0,0
2025-11-11,11,Infusion Pump,Pediatrics,8,7,99.0,0
2025-11-11,11,Infusion Pump,Neurology,8,7,95.5,0
2025-11-11,11,Infusion Pump,Orthopedics,8,7,96.0,0
2025-11-11,11,Defibrillator,Maternity,2,0,43.7,0
2025-11-11,11,Defibrillator,Oncology,2,0,46.3,0
2025-11-11,11,Defibrillator,ICU,2,0,42.3,0
2025-11-11,11,Ultrasound,Pediatrics,1,0,83.6,0
2025-11-11,11,Ultrasound,Oncology,1,0,56.8,0
2025-11-11,11,Ultrasound,Emergency,1,0,75.3,0
2025-11-11,11,Ultrasound,General,1,0,75.2,0
2025-11-11,11,Ultrasound,Maternity,1,0,66.6,0
2025-11-11,11,Ultrasound,Cardiology,1,0,64.2,0
2025-11-11,11,Pulse Oximeter,Maternity,10,8,85.6,0
2025-11-11,11,Pulse Oximeter,Emergency,10,7,78.9,0
2025-11-11,11,Pulse Oximeter,Oncology,10,7,79.8,0
2025-11-11,11,Pulse Oximeter,Cardiology,10,7,79.9,0
2025-11-12,11,Ventilator,Neurology,3,2,75.1,0
2025-11-12,11,Ventilator,Oncology,3,2,88.3,0
2025-11-12,11,Ventilator,Cardiology,3,2,84.2,0
2025-11-12,11,ECG Monitor,Oncology,5,3,79.0,0
2025-11-12,11,ECG Monitor,Pediatrics,5,3,73.2,0
2025-11-12,11,ECG Monitor,Orthopedics,5,4,80.3,0
2025-11-12,11,Infusion Pump,ICU,8,7,93.7,0
2025-11-12,11,Infusion Pump,General,8,7,96.6,0
2025-11-12,11,Infusion Pump,Pediatrics,8,6,84.8,0
2025-11-12,11,Infusion Pump,Orthopedics,8,7,98.1,0
2025-11-12,11,Infusion Pump,Oncology,8,7,90.4,0
2025-11-12,11,Infusion Pump,Neurology,8,7,99.0,0
2025-11-12,11,Defibrillator,Emergency,2,0,46.7,0
2025-11-12,11,Defibrillator,ICU,2,0,39.7,0
2025-11-12,11,Defibrillator,Pediatrics,2,1,55.1,0
2025-11-12,11,Defibrillator,Orthopedics,2,0,43.5,0
2025-11-12,11,Defibrillator,Neurology,2,0,46.5,0
2025-11-12,11,Ultrasound,ICU,1,0,55.4,0
2025-11-12,11,Ultrasound,Pediatrics,1,0,81.9,0
2025-11-12,11,Ultrasound,Orthopedics,1,0,71.7,0
2025-11-12,11,Pulse Oximeter,Cardiology,10,8,85.9,0
2025-11-12,11,Pulse Oximeter,Orthopedics,10,8,88.9,1
2025-11-12,11,Pulse Oximeter,Neurology,10,8,87.1,0
2025-11-12,11,Pulse Oximeter,Pediatrics,10,9,90.5,1
2025-11-13,11,Ventilator,Oncology,3,2,82.9,1
2025-11-13,11,Ventilator,Cardiology,3,2,84.9,0
2025-11-13,11,Ventilator,Surgery,3,2,75.5,0
2025-11-13,11,ECG Monitor,ICU,5,3,76.2,0
2025-11-13,11,ECG Monitor,General,5,4,80.8,0
2025-11-13,11,ECG Monitor,Pediatrics,5,3,71.7,0
2025-11-13,11,Infusion Pump,Pediatrics,8,7,99.0,0
2025-11-13,11,Infusion Pump,General,8,7,92.1,0
2025-11-13,11,Infusion Pump,Surgery,8,7,92.9,0
2025-11-13,11,Infusion Pump,Maternity,8,6,87.2,0
2025-11-13,11,Infusion Pump,Neurology,8,7,89.6,0
2025-11-13,11,Infusion Pump,Cardiology,8,7,98.1,0
2025-11-13,11,Defibrillator,Orthopedics,2,0,42.8,0
2025-11-13,11,Defibrillator,Oncology,2,0,44.7,0
2025-11-13,11,Defibrillator,Pediatrics,2,1,54.9,0
2025-11-13,11,Defibrillator,Neurology,2,0,40.6,0
2025-11-13,11,Defibrillator,Surgery,2,1,55.1,0
2025-11-13,11,Ultrasound,Neurology,1,0,71.7,0
2025-11-13,11,Ultrasound,Cardiology,1,0,66.8,0
2025-11-13,11,Ultrasound,Maternity,1,0,69.4,0
2025-11-13,11,Ultrasound,Pediatrics,1,0,65.9,0
2025-11-13,11,Pulse Oximeter,Cardiology,10,6,69.9,0
2025-11-13,11,Pulse Oximeter,General,10,8,83.4,0
2025-11-13,11,Pulse Oximeter,ICU,10,9,90.8,0
2025-11-13,11,Pulse Oximeter,Neurology,10,7,78.7,0
2025-11-14,11,Ventilator,General,3,2,85.9,0
2025-11-14,11,Ventilator,Pediatrics,3,2,73.3,0
2025-11-14,11,Ventilator,Cardiology,3,2,79.2,0
2025-11-14,11,ECG Monitor,Cardiology,5,3,72.6,0
2025-11-14,11,ECG Monitor,Pediatrics,5,3,62.1,0
2025-11-14,11,ECG Monitor,Emergency,5,3,68.4,0
2025-11-14,11,Infusion Pump,ICU,8,7,99.0,0
2025-11-14,11,Infusion Pump,Cardiology,8,7,95.6,0
2025-11-14,11,Infusion Pump,Orthopedics,8,7,94.3,0
2025-11-14,11,Infusion Pump,Oncology,8,7,94.2,0
2025-11-14,11,Infusion Pump,Pediatrics,8,7,99.0,0
2025-11-14,11,Defibrillator,Cardiology,2,1,53.7,0
2025-11-14,11,Defibrillator,Neurology,2,0,44.7,0
2025-11-14,11,Defibrillator,General,2,0,45.3,0
2025-11-14,11,Defibrillator,Maternity,2,0,49.9,0
2025-11-14,11,Defibrillator,Emergency,2,0,47.3,0
2025-11-14,11,Ultrasound,Orthopedics,1,0,76.4,0
2025-11-14,11,Ultrasound,Pediatrics,1,0,75.7,0
2025-11-14,11,Ultrasound,ICU,1,0,65.0,0
2025-11-14,11,Pulse Oximeter,Oncology,10,9,99.0,0
2025-11-14,11,Pulse Oximeter,Neurology,10,9,90.6,0
2025-11-14,11,Pulse Oximeter,Orthopedics,10,8,81.0,1
2025-11-14,11,Pulse Oximeter,Emergency,10,8,81.3,0
2025-11-14,11,Pulse Oximeter,ICU,10,7,73.6,0
2025-11-14,11,Pulse Oximeter,Cardiology,10,8,80.2,0
2025-11-15,11,Ventilator,ICU,3,2,71.8,0
2025-11-15,11,Ventilator,Cardiology,3,2,87.4,0
2025-11-15,11,Ventilator,Surgery,3,1,62.5,0
2025-11-15,11,Ventilator,Maternity,3,2,84.5,0
2025-11-15,11,Ventilator,Pediatrics,3,2,86.7,0
2025-11-15,11,ECG Monitor,Neurology,5,4,82.3,0
2025-11-15,11,ECG Monitor,Emergency,5,4,81.5,0
2025-11-15,11,ECG Monitor,Maternity,5,4,80.1,0
2025-11-15,11,Infusion Pump,Neurology,8,7,95.8,0
2025-11-15,11,Infusion Pump,Pediatrics,8,7,87.6,0
2025-11-15,11,Infusion Pump,Surgery,8,7,95.8,0
2025-11-15,11,Infusion Pump,Cardiology,8,6,86.4,0
2025-11-15,11,Defibrillator,Pediatrics,2,0,39.0,0
2025-11-15,11,Defibrillator,Emergency,2,0,41.1,0
2025-11-15,11,Defibrillator,Cardiology,2,0,47.1,0
2025-11-15,11,Ultrasound,Emergency,1,0,82.8,0
2025-11-15,11,Ultrasound,General,1,0,70.2,0
2025-11-15,11,Ultrasound,ICU,1,0,62.8,0
2025-11-15,11,Ultrasound,Cardiology,1,0,63.3,0
2025-11-15,11,Ultrasound,Oncology,1,0,66.5,0
2025-11-15,11,Ultrasound,Orthopedics,1,0,69.7,0
2025-11-15,11,Pulse Oximeter,General,10,8,84.2,0
2025-11-15,11,Pulse Oximeter,Oncology,10,8,83.5,0
2025-11-15,11,Pulse Oximeter,Pediatrics,10,9,90.7,0
2025-11-15,11,Pulse Oximeter,Orthopedics,10,7,79.8,0
2025-11-15,11,Pulse Oximeter,Surgery,10,7,79.8,0
2025-11-16,11,Ventilator,General,3,2,71.4,0
2025-11-16,11,Ventilator,ICU,3,2,93.1,0
2025-11-16,11,Ventilator,Pediatrics,3,2,77.1,0
2025-11-16,11,Ventilator,Orthopedics,3,2,82.8,0
2025-11-16,11,Ventilator,Cardiology,3,2,77.5,0
2025-11-16,11,ECG Monitor,ICU,5,3,72.7,0
2025-11-16,11,ECG Monitor,Maternity,5,4,81.0,1
2025-11-16,11,ECG Monitor,Surgery,5,3,72.0,0
2025-11-16,11,Infusion Pump,Maternity,8,6,83.5,0
2025-11-16,11,Infusion Pump,Pediatrics,8,6,81.3,0
2025-11-16,11,Infusion Pump,Cardiology,8,7,99.0,0
2025-11-16,11,Infusion Pump,Emergency,8,6,85.6,0
2025-11-16,11,Infusion Pump,Surgery,8,5,73.3,0
2025-11-16,11,Defibrillator,General,2,0,41.9,0
2025-11-16,11,Defibrillator,Neurology,2,0,36.0,0
2025-11-16,11,Defibrillator,Cardiology,2,0,45.5,0
2025-11-16,11,Defibrillator,Emergency,2,0,36.6,0
2025-11-16,11,Ultrasound,Surgery,1,0,77.6,0
2025-11-16,11,Ultrasound,General,1,0,67.1,0
2025-11-16,11,Ultrasound,Maternity,1,0,62.9,0
2025-11-16,11,Ultrasound,Oncology,1,0,71.7,0
2025-11-16,11,Pulse Oximeter,Emergency,10,8,84.1,0
2025-11-16,11,Pulse Oximeter,Maternity,10,8,83.6,0
2025-11-16,11,Pulse Oximeter,General,10,7,78.8,0
2025-11-16,11,Pulse Oximeter,Oncology,10,8,83.6,0
2025-11-16,11,Pulse Oximeter,Pediatrics,10,7,79.9,0
2025-11-16,11,Pulse Oximeter,Orthopedics,10,9,99.0,0
2025-11-17,11,Ventilator,Neurology,3,2,87.6,0
2025-11-17,11,Ventilator,Surgery,3,1,66.0,0
2025-11-17,11,Ventilator,Cardiology,3,2,76.9,0
2025-11-17,11,Ventilator,General,3,2,80.0,0
2025-11-17,11,Ventilator,Orthopedics,3,2,82.2,0
2025-11-17,11,Ventilator,Pediatrics,3,2,93.5,0
2025-11-17,11,ECG Monitor,Neurology,5,2,59.6,0
2025-11-17,11,ECG Monitor,Emergency,5,3,74.7,0
2025-11-17,11,ECG Monitor,ICU,5,3,73.4,0
2025-11-17,11,ECG Monitor,General,5,3,67.4,0
2025-11-17,11,Infusion Pump,Cardiology,8,7,99.0,0
2025-11-17,11,Infusion Pump,Orthopedics,8,6,81.9,0
2025-11-17,11,Infusion Pump,Emergency,8,7,93.4,0
2025-11-17,11,Defibrillator,General,2,1,61.7,0
2025-11-17,11,Defibrillator,ICU,2,0,36.1,0
2025-11-17,11,Defibrillator,Oncology,2,0,30.4,0
2025-11-17,11,Defibrillator,Orthopedics,2,0,45.2,0
2025-11-17,11,Defibrillator,Cardiology,2,1,50.5,0
2025-11-17,11,Ultrasound,Maternity,1,0,65.8,0
2025-11-17,11,Ultrasound,Oncology,1,0,60.5,0
2025-11-17,11,Ultrasound,General,1,0,74.4,0
2025-11-17,11,Pulse Oximeter,ICU,10,8,82.9,0
2025-11-17,11,Pulse Oximeter,Cardiology,10,8,81.7,0
2025-11-17,11,Pulse Oximeter,Surgery,10,9,97.5,1
2025-11-17,11,Pulse Oximeter,Oncology,10,7,72.6,0
2025-11-17,11,Pulse Oximeter,Orthopedics,10,6,69.2,0
2025-11-18,11,Ventilator,Oncology,3,2,91.9,0
2025-11-18,11,Ventilator,Surgery,3,2,70.7,0
2025-11-18,11,Ventilator,Pediatrics,3,2,78.7,0
2025-11-18,11,Ventilator,Neurology,3,2,83.6,0
2025-11-18,11,Ventilator,Orthopedics,3,2,82.3,0
2025-11-18,11,Ventilator,General,3,2,81.2,0
2025-11-18,11,ECG Monitor,Orthopedics,5,4,83.9,0
2025-11-18,11,ECG Monitor,Surgery,5,3,77.3,0
2025-11-18,11,ECG Monitor,Neurology,5,3,70.8,0
2025-11-18,11,Infusion Pump,Emergency,8,7,88.5,0
2025-11-18,11,Infusion Pump,Neurology,8,7,94.2,0
2025-11-18,11,Infusion Pump,Orthopedics,8,6,86.9,0
2025-11-18,11,Defibrillator,Emergency,2,0,47.9,0
2025-11-18,11,Defibrillator,General,2,1,50.6,0
2025-11-18,11,Defibrillator,Cardiology,2,0,48.7,0
2025-11-18,11,Defibrillator,Pediatrics,2,0,35.0,0
2025-11-18,11,Defibrillator,Orthopedics,2,1,51.5,0
2025-11-18,11,Ultrasound,Cardiology,1,0,64.6,0
2025-11-18,11,Ultrasound,Oncology,1,0,76.6,0
2025-11-18,11,Ultrasound,Maternity,1,0,60.6,0
2025-11-18,11,Pulse Oximeter,Neurology,10,8,87.5,0
2025-11-18,11,Pulse Oximeter,Pediatrics,10,7,75.1,0
2025-11-18,11,Pulse Oximeter,Surgery,10,7,80.0,0
2025-11-18,11,Pulse Oximeter,Orthopedics,10,9,91.8,0
2025-11-18,11,Pulse Oximeter,Emergency,10,8,89.9,1
2025-11-18,11,Pulse Oximeter,Cardiology,10,7,70.6,0
2025-11-19,11,Ventilator,Neurology,3,2,80.5,0
2025-11-19,11,Ventilator,ICU,3,1,61.7,0
2025-11-19,11,Ventilator,Maternity,3,2,82.9,0
2025-11-19,11,Ventilator,Cardiology,3,2,72.9,0
2025-11-19,11,ECG Monitor,Maternity,5,3,75.4,1
2025-11-19,11,ECG Monitor,Surgery,5,3,69.4,0
2025-11-19,11,ECG Monitor,ICU,5,3,73.1,1
2025-11-19,11,ECG Monitor,Cardiology,5,3,79.3,0
2025-11-19,11,ECG Monitor,Emergency,5,3,71.9,0
2025-11-19,11,ECG Monitor,Orthopedics,5,3,79.6,0
2025-11-19,11,Infusion Pump,Surgery,8,7,88.3,0
2025-11-19,11,Infusion Pump,Oncology,8,7,95.9,1
2025-11-19,11,Infusion Pump,Emergency,8,6,87.4,0
2025-11-19,11,Defibrillator,Surgery,2,0,41.0,0
2025-11-19,11,Defibrillator,Orthopedics,2,1,52.4,0
2025-11-19,11,Defibrillator,Maternity,2,1,51.2,0
2025-11-19,11,Defibrillator,Cardiology,2,1,53.3,0
2025-11-19,11,Defibrillator,ICU,2,0,43.0,0
2025-11-19,11,Defibrillator,Emergency,2,0,43.1,0
2025-11-19,11,Ultrasound,Emergency,1,0,64.1,0
2025-11-19,11,Ultrasound,ICU,1,0,80.2,0
2025-11-19,11,Ultrasound,Maternity,1,0,62.3,0
2025-11-19,11,Ultrasound,Orthopedics,1,0,55.4,0
2025-11-19,11,Ultrasound,Surgery,1,0,65.6,0
2025-11-19,11,Ultrasound,Pediatrics,1,0,69.7,0
2025-11-19,11,Pulse Oximeter,General,10,8,81.6,0
2025-11-19,11,Pulse Oximeter,Pediatrics,10,7,70.2,0
2025-11-19,11,Pulse Oximeter,Surgery,10,8,87.8,0
2025-11-19,11,Pulse Oximeter,Neurology,10,8,84.3,0
2025-11-19,11,Pulse Oximeter,Orthopedics,10,8,84.6,0
2025-11-20,11,Ventilator,Oncology,3,2,72.0,0
2025-11-20,11,Ventilator,Emergency,3,2,68.7,0
2025-11-20,11,Ventilator,ICU,3,2,74.9,0
2025-11-20,11,Ventilator,Surgery,3,2,77.3,1
2025-11-20,11,Ventilator,Maternity,3,2,80.9,0
2025-11-20,11,Ventilator,Orthopedics,3,2,88.8,1
2025-11-20,11,ECG Monitor,Surgery,5,3,74.9,0
2025-11-20,11,ECG Monitor,Maternity,5,3,75.9,0
2025-11-20,11,ECG Monitor,Neurology,5,3,76.7,0
2025-11-20,11,Infusion Pump,Oncology,8,6,76.0,0
2025-11-20,11,Infusion Pump,General,8,6,85.6,0
2025-11-20,11,Infusion Pump,Surgery,8,7,97.7,0
2025-11-20,11,Infusion Pump,Maternity,8,7,94.0,0
2025-11-20,11,Infusion Pump,Orthopedics,8,7,99.0,0
2025-11-20,11,Infusion Pump,Cardiology,8,6,87.5,0
2025-11-20,11,Defibrillator,Oncology,2,0,40.9,0
2025-11-20,11,Defibrillator,ICU,2,0,38.0,0
2025-11-20,11,Defibrillator,Surgery,2,0,42.4,0
2025-11-20,11,Defibrillator,Neurology,2,0,45.6,1
2025-11-20,11,Defibrillator,Maternity,2,0,41.5,0
2025-11-20,11,Defibrillator,General,2,0,44.2,1
2025-11-20,11,Ultrasound,Orthopedics,1,0,72.2,0
2025-11-20,11,Ultrasound,Emergency,1,0,70.4,0
2025-11-20,11,Ultrasound,Pediatrics,1,0,82.5,0
2025-11-20,11,Pulse Oximeter,Oncology,10,8,86.5,0
2025-11-20,11,Pulse Oximeter,Maternity,10,8,85.5,0
2025-11-20,11,Pulse Oximeter,General,10,8,80.4,0
2025-11-20,11,Pulse Oximeter,Surgery,10,9,90.2,0
2025-11-20,11,Pulse Oximeter,Neurology,10,7,74.0,0
2025-11-21,11,Ventilator,Orthopedics,3,2,81.8,0
2025-11-21,11,Ventilator,Surgery,3,2,77.8,0
2025-11-21,11,Ventilator,Emergency,3,2,74.6,0
2025-11-21,11,Ventilator,Neurology,3,2,75.9,0
2025-11-21,11,Ventilator,General,3,2,86.3,0
2025-11-21,11,ECG Monitor,Neurology,5,3,71.2,0
2025-11-21,11,ECG Monitor,Emergency,5,3,69.7,0
2025-11-21,11,ECG Monitor,Oncology,5,4,81.8,0
2025-11-21,11,ECG Monitor,General,5,4,86.8,0
2025-11-21,11,Infusion Pump,Orthopedics,8,7,96.6,0
2025-11-21,11,Infusion Pump,General,8,7,94.6,0
2025-11-21,11,Infusion Pump,Maternity,8,7,94.0,0
2025-11-21,11,Infusion Pump,Neurology,8,7,89.8,0
2025-11-21,11,Infusion Pump,ICU,8,6,81.8,0
2025-11-21,11,Defibrillator,Maternity,2,0,42.4,0
2025-11-21,11,Defibrillator,Surgery,2,0,45.7,0
2025-11-21,11,Defibrillator,Orthopedics,2,0,33.7,0
2025-11-21,11,Ultrasound,General,1,0,72.4,0
2025-11-21,11,Ultrasound,Pediatrics,1,0,65.6,0
2025-11-21,11,Ultrasound,Maternity,1,0,64.2,0
2025-11-21,11,Ultrasound,Orthopedics,1,0,56.6,0
2025-11-21,11,Ultrasound,ICU,1,0,65.1,0
2025-11-21,11,Ultrasound,Emergency,1,0,82.6,0
2025-11-21,11,Pulse Oximeter,General,10,8,80.4,0
2025-11-21,11,Pulse Oximeter,Oncology,10,8,80.5,0
2025-11-21,11,Pulse Oximeter,Emergency,10,8,83.6,0
2025-11-21,11,Pulse Oximeter,Maternity,10,8,81.1,0
2025-11-21,11,Pulse Oximeter,Pediatrics,10,8,89.8,0
2025-11-21,11,Pulse Oximeter,Orthopedics,10,9,93.3,0
2025-11-22,11,Ventilator,Cardiology,3,2,74.3,0
2025-11-22,11,Ventilator,Neurology,3,2,91.0,0
2025-11-22,11,Ventilator,Orthopedics,3,2,82.1,0
2025-11-22,11,Ventilator,Surgery,3,2,89.0,0
2025-11-22,11,Ventilator,Maternity,3,2,79.0,0
2025-11-22,11,Ventilator,ICU,3,2,78.7,0
2025-11-22,11,ECG Monitor,Orthopedics,5,3,78.1,0
2025-11-22,11,ECG Monitor,General,5,4,89.2,0
2025-11-22,11,ECG Monitor,Cardiology,5,3,79.4,0
2025-11-22,11,Infusion Pump,Emergency,8,7,99.0,0
2025-11-22,11,Infusion Pump,Surgery,8,7,97.4,0
2025-11-22,11,Infusion Pump,Cardiology,8,6,78.9,0
2025-11-22,11,Infusion Pump,Pediatrics,8,7,99.0,0
2025-11-22,11,Infusion Pump,Oncology,8,7,88.8,0
2025-11-22,11,Infusion Pump,Neurology,8,7,97.5,0
2025-11-22,11,Defibrillator,Oncology,2,1,62.6,0
2025-11-22,11,Defibrillator,ICU,2,0,38.9,0
2025-11-22,11,Defibrillator,Maternity,2,0,38.8,0
2025-11-22,11,Defibrillator,General,2,0,43.6,0
2025-11-22,11,Ultrasound,Cardiology,1,0,55.1,0
2025-11-22,11,Ultrasound,Emergency,1,0,66.4,0
2025-11-22,11,Ultrasound,Maternity,1,0,69.3,0
2025-11-22,11,Ultrasound,Orthopedics,1,0,64.7,0
2025-11-22,11,Pulse Oximeter,Cardiology,10,7,79.6,0
2025-11-22,11,Pulse Oximeter,Surgery,10,9,97.0,0
2025-11-22,11,Pulse Oximeter,Orthopedics,10,7,79.2,0
2025-11-22,11,Pulse Oximeter,ICU,10,7,74.1,0
2025-11-22,11,Pulse Oximeter,Maternity,10,9,92.6,0
2025-11-22,11,Pulse Oximeter,General,10,6,67.6,0
2025-11-23,11,Ventilator,Surgery,3,2,79.0,0
2025-11-23,11,Ventilator,ICU,3,2,69.8,0
2025-11-23,11,Ventilator,General,3,2,80.5,0
2025-11-23,11,Ventilator,Orthopedics,3,2,81.3,0
2025-11-23,11,Ventilator,Neurology,3,2,82.1,0
2025-11-23,11,Ventilator,Cardiology,3,2,80.8,0
2025-11-23,11,ECG Monitor,Oncology,5,3,74.8,0
2025-11-23,11,ECG Monitor,ICU,5,4,92.9,0
2025-11-23,11,ECG Monitor,Surgery,5,3,65.7,0
2025-11-23,11,ECG Monitor,Emergency,5,3,79.2,0
2025-11-23,11,ECG Monitor,Maternity,5,3,67.4,0
2025-11-23,11,Infusion Pump,Cardiology,8,7,94.7,0
2025-11-23,11,Infusion Pump,Surgery,8,7,92.3,0
2025-11-23,11,Infusion Pump,Neurology,8,7,90.2,0
2025-11-23,11,Defibrillator,Oncology,2,0,46.3,0
2025-11-23,11,Defibrillator,Emergency,2,1,50.9,0
2025-11-23,11,Defibrillator,ICU,2,0,37.6,0
2025-11-23,11,Defibrillator,Maternity,2,0,45.2,0
2025-11-23,11,Defibrillator,General,2,0,38.0,0
2025-11-23,11,Defibrillator,Surgery,2,0,40.1,0
2025-11-23,11,Ultrasound,Neurology,1,0,70.6,0
2025-11-23,11,Ultrasound,General,1,0,59.0,0
2025-11-23,11,Ultrasound,ICU,1,0,70.9,0
2025-11-23,11,Ultrasound,Orthopedics,1,0,73.0,0
2025-11-23,11,Pulse Oximeter,General,10,9,93.2,0
