date,month,day_of_week,department,total_beds,occupied,available,reserved,maintenance,occupancy_rate
2025-05-06,5,Tuesday,ICU,20,13,7,0,0,68.3
2025-05-06,5,Tuesday,General,50,36,14,1,0,72.4
2025-05-06,5,Tuesday,Emergency,30,20,10,0,0,67.7
2025-05-06,5,Tuesday,Pediatrics,25,17,8,0,0,69.8
2025-05-06,5,Tuesday,Maternity,20,15,5,0,0,79.5
2025-05-06,5,Tuesday,Surgery,15,10,5,1,0,69.9
2025-05-06,5,Tuesday,Cardiology,20,13,7,0,0,69.6
2025-05-06,5,Tuesday,Orthopedics,20,13,7,0,0,69.8
2025-05-06,5,Tuesday,Neurology,15,11,4,1,0,79.0
2025-05-06,5,Tuesday,Oncology,15,11,4,1,0,75.0
2025-05-07,5,Wednesday,ICU,20,13,7,0,0,69.6
2025-05-07,5,Wednesday,General,50,35,15,0,0,71.1
2025-05-07,5,Wednesday,Emergency,30,20,10,0,0,68.3
2025-05-07,5,Wednesday,Pediatrics,25,18,7,1,0,73.6
2025-05-07,5,Wednesday,Maternity,20,14,6,1,0,73.9
2025-05-07,5,Wednesday,Surgery,15,11,4,1,0,79.3
2025-05-07,5,Wednesday,Cardiology,20,15,5,1,0,79.9
2025-05-07,5,Wednesday,Orthopedics,20,14,6,0,0,70.4
2025-05-07,5,Wednesday,Neurology,15,10,5,0,0,69.8
2025-05-07,5,Wednesday,Oncology,15,11,4,1,0,79.4
2025-05-08,5,Thursday,ICU,20,13,7,1,0,67.7
2025-05-08,5,Thursday,General,50,35,15,0,0,71.4
2025-05-08,5,Thursday,Emergency,30,22,8,0,0,76.2
2025-05-08,5,Thursday,Pediatrics,25,17,8,1,0,71.3
2025-05-08,5,Thursday,Maternity,20,14,6,1,0,72.5
2025-05-08,5,Thursday,Surgery,15,10,5,1,0,68.0
2025-05-08,5,Thursday,Cardiology,20,14,6,0,0,72.0
2025-05-08,5,Thursday,Orthopedics,20,13,7,0,0,67.7
2025-05-08,5,Thursday,Neurology,15,10,5,0,0,69.5
2025-05-08,5,Thursday,Oncology,15,10,5,0,0,68.7
2025-05-09,5,Friday,ICU,20,15,5,0,0,77.9
2025-05-09,5,Friday,General,50,37,13,0,0,76.0
2025-05-09,5,Friday,Emergency,30,22,8,0,0,75.7
2025-05-09,5,Friday,Pediatrics,25,17,8,1,0,68.7
2025-05-09,5,Friday,Maternity,20,13,7,1,0,68.2
2025-05-09,5,Friday,Surgery,15,11,4,0,0,79.0
2025-05-09,5,Friday,Cardiology,20,15,5,1,0,76.1
2025-05-09,5,Friday,Orthopedics,20,15,5,1,0,76.5
2025-05-09,5,Friday,Neurology,15,11,4,1,0,75.9
2025-05-09,5,Friday,Oncology,15,10,5,1,0,69.5
2025-05-10,5,Saturday,ICU,20,15,5,1,0,76.6
2025-05-10,5,Saturday,General,50,34,16,0,0,68.9
2025-05-10,5,Saturday,Emergency,30,20,10,0,0,68.2
2025-05-10,5,Saturday,Pediatrics,25,18,7,1,0,75.9
2025-05-10,5,Saturday,Maternity,20,15,5,0,0,79.5
2025-05-10,5,Saturday,Surgery,15,11,4,1,0,78.8
2025-05-10,5,Saturday,Cardiology,20,15,5,1,0,79.2
2025-05-10,5,Saturday,Orthopedics,20,15,5,1,0,76.6
2025-05-10,5,Saturday,Neurology,15,11,4,0,0,73.5
2025-05-10,5,Saturday,Oncology,15,10,5,1,0,72.4
2025-05-11,5,Sunday,ICU,20,14,6,0,0,71.2
2025-05-11,5,Sunday,General,50,35,15,1,0,70.0
2025-05-11,5,Sunday,Emergency,30,22,8,0,0,73.4
2025-05-11,5,Sunday,Pediatrics,25,17,8,1,0,68.4
2025-05-11,5,Sunday,Maternity,20,15,5,0,0,78.3
2025-05-11,5,Sunday,Surgery,15,11,4,1,0,79.4
2025-05-11,5,Sunday,Cardiology,20,14,6,0,0,71.2
2025-05-11,5,Sunday,Orthopedics,20,14,6,0,0,70.2
2025-05-11,5,Sunday,Neurology,15,10,5,1,0,67.4
2025-05-11,5,Sunday,Oncology,15,11,4,1,0,78.0
2025-05-12,5,Monday,ICU,20,14,6,1,0,70.2
2025-05-12,5,Monday,General,50,38,12,1,0,76.2
2025-05-12,5,Monday,Emergency,30,22,8,0,0,75.3
2025-05-12,5,Monday,Pediatrics,25,19,6,1,0,76.5
2025-05-12,5,Monday,Maternity,20,14,6,0,0,70.7
2025-05-12,5,Monday,Surgery,15,10,5,0,0,70.1
2025-05-12,5,Monday,Cardiology,20,14,6,1,0,73.0
2025-05-12,5,Monday,Orthopedics,20,15,5,1,0,77.6
2025-05-12,5,Monday,Neurology,15,10,5,1,0,69.2
2025-05-12,5,Monday,Oncology,15,10,5,0,0,70.7
2025-05-13,5,Tuesday,ICU,20,14,6,1,0,71.8
2025-05-13,5,Tuesday,General,50,39,11,0,0,78.5
2025-05-13,5,Tuesday,Emergency,30,21,9,1,0,71.8
2025-05-13,5,Tuesday,Pediatrics,25,19,6,0,0,78.1
2025-05-13,5,Tuesday,Maternity,20,13,7,1,0,69.6
2025-05-13,5,Tuesday,Surgery,15,11,4,0,0,78.1
2025-05-13,5,Tuesday,Cardiology,20,15,5,1,0,80.0
2025-05-13,5,Tuesday,Orthopedics,20,15,5,0,0,77.1
2025-05-13,5,Tuesday,Neurology,15,10,5,0,0,70.7
2025-05-13,5,Tuesday,Oncology,15,11,4,0,0,77.2
2025-05-14,5,Wednesday,ICU,20,15,5,0,0,79.6
2025-05-14,5,Wednesday,General,50,38,12,1,0,77.2
2025-05-14,5,Wednesday,Emergency,30,21,9,1,0,71.6
2025-05-14,5,Wednesday,Pediatrics,25,18,7,1,0,72.4
2025-05-14,5,Wednesday,Maternity,20,15,5,1,0,79.7
2025-05-14,5,Wednesday,Surgery,15,10,5,0,0,68.9
2025-05-14,5,Wednesday,Cardiology,20,13,7,0,0,68.2
2025-05-14,5,Wednesday,Orthopedics,20,13,7,0,0,69.6
2025-05-14,5,Wednesday,Neurology,15,11,4,1,0,73.8
2025-05-14,5,Wednesday,Oncology,15,11,4,0,0,76.3
2025-05-15,5,Thursday,ICU,20,13,7,1,0,68.7
2025-05-15,5,Thursday,General,50,38,12,1,0,76.9
2025-05-15,5,Thursday,Emergency,30,23,7,0,0,77.2
2025-05-15,5,Thursday,Pediatrics,25,17,8,1,0,68.6
2025-05-15,5,Thursday,Maternity,20,14,6,1,0,73.3
2025-05-15,5,Thursday,Surgery,15,11,4,0,0,76.6
2025-05-15,5,Thursday,Cardiology,20,15,5,0,0,78.9
2025-05-15,5,Thursday,Orthopedics,20,13,7,1,0,67.3
2025-05-15,5,Thursday,Neurology,15,11,4,0,0,75.2
2025-05-15,5,Thursday,Oncology,15,10,5,1,0,67.5
2025-05-16,5,Friday,ICU,20,13,7,1,0,69.6
2025-05-16,5,Friday,General,50,35,15,1,0,70.5
2025-05-16,5,Friday,Emergency,30,23,7,0,0,79.7
2025-05-16,5,Friday,Pediatrics,25,17,8,0,0,70.9
2025-05-16,5,Friday,Maternity,20,14,6,1,0,71.0
2025-05-16,5,Friday,Surgery,15,10,5,1,0,69.8
2025-05-16,5,Friday,Cardiology,20,14,6,1,0,71.9
2025-05-16,5,Friday,Orthopedics,20,15,5,1,0,79.9
2025-05-16,5,Friday,Neurology,15,11,4,1,0,75.3
2025-05-16,5,Friday,Oncology,15,10,5,0,0,72.0
2025-05-17,5,Saturday,ICU,20,15,5,1,0,76.6
2025-05-17,5,Saturday,General,50,35,15,0,0,71.3
2025-05-17,5,Saturday,Emergency,30,20,10,0,0,67.6
2025-05-17,5,Saturday,Pediatrics,25,19,6,1,0,79.4
2025-05-17,5,Saturday,Maternity,20,13,7,0,0,68.1
2025-05-17,5,Saturday,Surgery,15,11,4,1,0,74.0
2025-05-17,5,Saturday,Cardiology,20,15,5,1,0,79.0
2025-05-17,5,Saturday,Orthopedics,20,15,5,0,0,79.2
2025-05-17,5,Saturday,Neurology,15,10,5,0,0,68.3
2025-05-17,5,Saturday,Oncology,15,10,5,0,0,72.7
2025-05-18,5,Sunday,ICU,20,14,6,0,0,71.2
2025-05-18,5,Sunday,General,50,37,13,0,0,74.9
2025-05-18,5,Sunday,Emergency,30,20,10,1,0,68.9
2025-05-18,5,Sunday,Pediatrics,25,19,6,0,0,79.8
2025-05-18,5,Sunday,Maternity,20,14,6,1,0,73.3
2025-05-18,5,Sunday,Surgery,15,11,4,1,0,78.9
2025-05-18,5,Sunday,Cardiology,20,13,7,0,0,68.4
2025-05-18,5,Sunday,Orthopedics,20,15,5,0,0,76.9
2025-05-18,5,Sunday,Neurology,15,10,5,1,0,72.4
2025-05-18,5,Sunday,Oncology,15,11,4,0,0,75.5
2025-05-19,5,Monday,ICU,20,15,5,0,0,78.0
2025-05-19,5,Monday,General,50,34,16,1,0,69.9
2025-05-19,5,Monday,Emergency,30,23,7,1,0,79.7
2025-05-19,5,Monday,Pediatrics,25,19,6,1,0,78.5
2025-05-19,5,Monday,Maternity,20,13,7,1,0,67.7
2025-05-19,5,Monday,Surgery,15,11,4,0,0,75.9
2025-05-19,5,Monday,Cardiology,20,14,6,1,0,72.2
2025-05-19,5,Monday,Orthopedics,20,13,7,1,0,69.6
2025-05-19,5,Monday,Neurology,15,10,5,0,0,69.3
2025-05-19,5,Monday,Oncology,15,10,5,0,0,70.1
2025-05-20,5,Tuesday,ICU,20,13,7,1,0,69.8
2025-05-20,5,Tuesday,General,50,34,16,1,0,69.0
2025-05-20,5,Tuesday,Emergency,30,22,8,0,0,76.4
2025-05-20,5,Tuesday,Pediatrics,25,18,7,1,0,74.9
2025-05-20,5,Tuesday,Maternity,20,13,7,0,0,67.1
2025-05-20,5,Tuesday,Surgery,15,11,4,1,0,77.3
2025-05-20,5,Tuesday,Cardiology,20,14,6,0,0,73.2
2025-05-20,5,Tuesday,Orthopedics,20,15,5,0,0,79.3
2025-05-20,5,Tuesday,Neurology,15,11,4,1,0,77.1
2025-05-20,5,Tuesday,Oncology,15,11,4,0,0,76.5
2025-05-21,5,Wednesday,ICU,20,15,5,1,0,76.1
2025-05-21,5,Wednesday,General,50,34,16,1,0,69.3
2025-05-21,5,Wednesday,Emergency,30,22,8,1,0,74.9
2025-05-21,5,Wednesday,Pediatrics,25,18,7,1,0,74.2
2025-05-21,5,Wednesday,Maternity,20,15,5,1,0,79.0
2025-05-21,5,Wednesday,Surgery,15,11,4,1,0,74.1
2025-05-21,5,Wednesday,Cardiology,20,15,5,1,0,75.1
2025-05-21,5,Wednesday,Orthopedics,20,15,5,1,0,79.9
2025-05-21,5,Wednesday,Neurology,15,10,5,0,0,67.6
2025-05-21,5,Wednesday,Oncology,15,10,5,1,0,73.2
2025-05-22,5,Thursday,ICU,20,15,5,0,0,79.2
2025-05-22,5,Thursday,General,50,39,11,0,0,79.4
2025-05-22,5,Thursday,Emergency,30,21,9,0,0,71.4
2025-05-22,5,Thursday,Pediatrics,25,17,8,0,0,69.9
2025-05-22,5,Thursday,Maternity,20,15,5,0,0,78.5
2025-05-22,5,Thursday,Surgery,15,10,5,0,0,68.8
2025-05-22,5,Thursday,Cardiology,20,15,5,1,0,79.4
2025-05-22,5,Thursday,Orthopedics,20,15,5,0,0,79.9
2025-05-22,5,Thursday,Neurology,15,11,4,1,0,74.0
2025-05-22,5,Thursday,Oncology,15,11,4,1,0,73.5
2025-05-23,5,Friday,ICU,20,15,5,1,0,77.5
2025-05-23,5,Friday,General,50,36,14,1,0,73.1
2025-05-23,5,Friday,Emergency,30,23,7,0,0,77.0
2025-05-23,5,Friday,Pediatrics,25,17,8,0,0,69.6
2025-05-23,5,Friday,Maternity,20,14,6,0,0,71.2
2025-05-23,5,Friday,Surgery,15,10,5,0,0,71.9
2025-05-23,5,Friday,Cardiology,20,14,6,1,0,72.6
2025-05-23,5,Friday,Orthopedics,20,15,5,1,0,76.1
2025-05-23,5,Friday,Neurology,15,11,4,1,0,78.1
2025-05-23,5,Friday,Oncology,15,11,4,0,0,74.5
2025-05-24,5,Saturday,ICU,20,14,6,0,0,74.8
2025-05-24,5,Saturday,General,50,37,13,1,0,76.0
2025-05-24,5,Saturday,Emergency,30,21,9,1,0,71.9
2025-05-24,5,Saturday,Pediatrics,25,18,7,1,0,74.5
2025-05-24,5,Saturday,Maternity,20,15,5,1,0,75.7
2025-05-24,5,Saturday,Surgery,15,11,4,1,0,76.9
2025-05-24,5,Saturday,Cardiology,20,15,5,0,0,75.4
2025-05-24,5,Saturday,Orthopedics,20,15,5,1,0,77.0
2025-05-24,5,Saturday,Neurology,15,11,4,0,0,79.2
2025-05-24,5,Saturday,Oncology,15,11,4,0,0,78.9
2025-05-25,5,Sunday,ICU,20,15,5,0,0,75.8
2025-05-25,5,Sunday,General,50,36,14,1,0,72.2
2025-05-25,5,Sunday,Emergency,30,20,10,1,0,67.9
2025-05-25,5,Sunday,Pediatrics,25,19,6,0,0,77.3
2025-05-25,5,Sunday,Maternity,20,13,7,1,0,69.4
2025-05-25,5,Sunday,Surgery,15,11,4,0,0,78.4
2025-05-25,5,Sunday,Cardiology,20,14,6,1,0,73.5
2025-05-25,5,Sunday,Orthopedics,20,15,5,0,0,78.9
2025-05-25,5,Sunday,Neurology,15,10,5,1,0,68.1
2025-05-25,5,Sunday,Oncology,15,11,4,0,0,73.8
2025-05-26,5,Monday,ICU,20,13,7,1,0,69.1
2025-05-26,5,Monday,General,50,35,15,1,0,70.6
2025-05-26,5,Monday,Emergency,30,22,8,0,0,75.2
2025-05-26,5,Monday,Pediatrics,25,17,8,0,0,68.7
2025-05-26,5,Monday,Maternity,20,15,5,1,0,75.3
2025-05-26,5,Monday,Surgery,15,11,4,1,0,77.3
2025-05-26,5,Monday,Cardiology,20,14,6,0,0,74.5
2025-05-26,5,Monday,Orthopedics,20,15,5,1,0,75.1
2025-05-26,5,Monday,Neurology,15,11,4,1,0,73.5
2025-05-26,5,Monday,Oncology,15,10,5,1,0,68.2
2025-05-27,5,Tuesday,ICU,20,13,7,1,0,67.3
2025-05-27,5,Tuesday,General,50,37,13,1,0,74.0
2025-05-27,5,Tuesday,Emergency,30,22,8,1,0,74.2
2025-05-27,5,Tuesday,Pediatrics,25,17,8,0,0,68.4
2025-05-27,5,Tuesday,Maternity,20,14,6,0,0,71.9
2025-05-27,5,Tuesday,Surgery,15,11,4,1,0,74.8
2025-05-27,5,Tuesday,Cardiology,20,15,5,0,0,77.5
2025-05-27,5,Tuesday,Orthopedics,20,14,6,0,0,71.1
2025-05-27,5,Tuesday,Neurology,15,11,4,0,0,79.5
2025-05-27,5,Tuesday,Oncology,15,11,4,1,0,76.9
2025-05-28,5,Wednesday,ICU,20,14,6,0,0,74.9
2025-05-28,5,Wednesday,General,50,39,11,0,0,79.8
2025-05-28,5,Wednesday,Emergency,30,23,7,1,0,77.6
2025-05-28,5,Wednesday,Pediatrics,25,18,7,1,0,75.7
2025-05-28,5,Wednesday,Maternity,20,14,6,1,0,70.3
2025-05-28,5,Wednesday,Surgery,15,11,4,0,0,75.4
2025-05-28,5,Wednesday,Cardiology,20,15,5,0,0,79.9
2025-05-28,5,Wednesday,Orthopedics,20,13,7,0,0,69.1
2025-05-28,5,Wednesday,Neurology,15,10,5,1,0,71.0
2025-05-28,5,Wednesday,Oncology,15,10,5,1,0,72.8
2025-05-29,5,Thursday,ICU,20,13,7,1,0,68.8
2025-05-29,5,Thursday,General,50,35,15,1,0,71.1
2025-05-29,5,Thursday,Emergency,30,21,9,1,0,72.5
2025-05-29,5,Thursday,Pediatrics,25,17,8,1,0,69.6
2025-05-29,5,Thursday,Maternity,20,15,5,1,0,79.9
2025-05-29,5,Thursday,Surgery,15,11,4,1,0,76.4
2025-05-29,5,Thursday,Cardiology,20,15,5,1,0,75.4
2025-05-29,5,Thursday,Orthopedics,20,15,5,0,0,76.2
2025-05-29,5,Thursday,Neurology,15,10,5,0,0,70.3
2025-05-29,5,Thursday,Oncology,15,11,4,0,0,78.8
2025-05-30,5,Friday,ICU,20,15,5,0,0,78.7
2025-05-30,5,Friday,General,50,36,14,0,0,73.7
2025-05-30,5,Friday,Emergency,30,20,10,1,0,69.5
2025-05-30,5,Friday,Pediatrics,25,19,6,1,0,79.2
2025-05-30,5,Friday,Maternity,20,14,6,0,0,73.0
2025-05-30,5,Friday,Surgery,15,10,5,1,0,68.2
2025-05-30,5,Friday,Cardiology,20,14,6,0,0,72.6
2025-05-30,5,Friday,Orthopedics,20,14,6,1,0,72.9
2025-05-30,5,Friday,Neurology,15,11,4,1,0,78.7
2025-05-30,5,Friday,Oncology,15,10,5,0,0,72.6
2025-05-31,5,Saturday,ICU,20,14,6,1,0,72.5
2025-05-31,5,Saturday,General,50,35,15,1,0,71.3
2025-05-31,5,Saturday,Emergency,30,23,7,1,0,78.2
2025-05-31,5,Saturday,Pediatrics,25,19,6,0,0,78.5
2025-05-31,5,Saturday,Maternity,20,14,6,1,0,73.6
2025-05-31,5,Saturday,Surgery,15,11,4,0,0,74.9
2025-05-31,5,Saturday,Cardiology,20,15,5,0,0,76.7
2025-05-31,5,Saturday,Orthopedics,20,15,5,0,0,79.1
2025-05-31,5,Saturday,Neurology,15,10,5,0,0,72.2
2025-05-31,5,Saturday,Oncology,15,11,4,0,0,75.8
2025-06-01,6,Sunday,ICU,20,11,9,0,0,58.5
2025-06-01,6,Sunday,General,50,32,18,1,0,64.9
2025-06-01,6,Sunday,Emergency,30,18,12,0,0,62.8
2025-06-01,6,Sunday,Pediatrics,25,16,9,0,0,65.2
2025-06-01,6,Sunday,Maternity,20,12,8,1,0,63.8
2025-06-01,6,Sunday,Surgery,15,8,7,0,0,56.3
2025-06-01,6,Sunday,Cardiology,20,13,7,1,0,68.0
2025-06-01,6,Sunday,Orthopedics,20,13,7,1,0,65.8
2025-06-01,6,Sunday,Neurology,15,9,6,0,0,62.3
2025-06-01,6,Sunday,Oncology,15,9,6,1,0,64.4
2025-06-02,6,Monday,ICU,20,13,7,1,0,66.6
2025-06-02,6,Monday,General,50,30,20,1,0,60.1
2025-06-02,6,Monday,Emergency,30,19,11,1,0,63.9
2025-06-02,6,Monday,Pediatrics,25,16,9,1,0,66.4
2025-06-02,6,Monday,Maternity,20,11,9,0,0,58.9
2025-06-02,6,Monday,Surgery,15,9,6,1,0,61.4
2025-06-02,6,Monday,Cardiology,20,11,9,0,0,57.9
2025-06-02,6,Monday,Orthopedics,20,12,8,0,0,63.5
2025-06-02,6,Monday,Neurology,15,9,6,1,0,65.1
2025-06-02,6,Monday,Oncology,15,8,7,0,0,59.8
2025-06-03,6,Tuesday,ICU,20,12,8,1,0,62.4
2025-06-03,6,Tuesday,General,50,29,21,1,0,59.2
2025-06-03,6,Tuesday,Emergency,30,18,12,0,0,63.1
2025-06-03,6,Tuesday,Pediatrics,25,15,10,1,0,64.0
2025-06-03,6,Tuesday,Maternity,20,12,8,0,0,63.6
2025-06-03,6,Tuesday,Surgery,15,9,6,0,0,61.8
2025-06-03,6,Tuesday,Cardiology,20,12,8,0,0,60.6
2025-06-03,6,Tuesday,Orthopedics,20,11,9,0,0,59.9
2025-06-03,6,Tuesday,Neurology,15,9,6,1,0,61.8
2025-06-03,6,Tuesday,Oncology,15,10,5,0,0,67.6
2025-06-04,6,Wednesday,ICU,20,12,8,1,0,64.9
2025-06-04,6,Wednesday,General,50,34,16,0,0,68.1
2025-06-04,6,Wednesday,Emergency,30,19,11,1,0,65.7
2025-06-04,6,Wednesday,Pediatrics,25,16,9,0,0,65.0
2025-06-04,6,Wednesday,Maternity,20,12,8,0,0,61.3
2025-06-04,6,Wednesday,Surgery,15,10,5,1,0,67.9
2025-06-04,6,Wednesday,Cardiology,20,13,7,0,0,68.9
2025-06-04,6,Wednesday,Orthopedics,20,12,8,1,0,60.5
2025-06-04,6,Wednesday,Neurology,15,9,6,1,0,60.3
2025-06-04,6,Wednesday,Oncology,15,9,6,0,0,64.8
2025-06-05,6,Thursday,ICU,20,11,9,0,0,57.3
2025-06-05,6,Thursday,General,50,34,16,0,0,69.0
2025-06-05,6,Thursday,Emergency,30,18,12,1,0,62.1
2025-06-05,6,Thursday,Pediatrics,25,14,11,0,0,59.7
2025-06-05,6,Thursday,Maternity,20,12,8,0,0,61.2
2025-06-05,6,Thursday,Surgery,15,9,6,0,0,60.3
2025-06-05,6,Thursday,Cardiology,20,11,9,0,0,58.3
2025-06-05,6,Thursday,Orthopedics,20,11,9,1,0,57.9
2025-06-05,6,Thursday,Neurology,15,8,7,1,0,58.6
2025-06-05,6,Thursday,Oncology,15,9,6,1,0,62.5
2025-06-06,6,Friday,ICU,20,12,8,1,0,61.8
2025-06-06,6,Friday,General,50,28,22,0,0,57.5
2025-06-06,6,Friday,Emergency,30,20,10,0,0,66.7
2025-06-06,6,Friday,Pediatrics,25,16,9,0,0,64.2
2025-06-06,6,Friday,Maternity,20,11,9,1,0,56.7
2025-06-06,6,Friday,Surgery,15,8,7,0,0,57.0
2025-06-06,6,Friday,Cardiology,20,12,8,0,0,63.6
2025-06-06,6,Friday,Orthopedics,20,11,9,1,0,59.3
2025-06-06,6,Friday,Neurology,15,9,6,0,0,60.2
2025-06-06,6,Friday,Oncology,15,10,5,1,0,68.6
2025-06-07,6,Saturday,ICU,20,12,8,0,0,64.2
2025-06-07,6,Saturday,General,50,32,18,1,0,65.7
2025-06-07,6,Saturday,Emergency,30,18,12,1,0,61.8
2025-06-07,6,Saturday,Pediatrics,25,14,11,1,0,56.7
2025-06-07,6,Saturday,Maternity,20,12,8,1,0,62.5
2025-06-07,6,Saturday,Surgery,15,9,6,1,0,62.4
2025-06-07,6,Saturday,Cardiology,20,13,7,1,0,65.2
2025-06-07,6,Saturday,Orthopedics,20,13,7,1,0,67.4
2025-06-07,6,Saturday,Neurology,15,9,6,0,0,66.5
2025-06-07,6,Saturday,Oncology,15,8,7,0,0,56.6
2025-06-08,6,Sunday,ICU,20,12,8,1,0,64.5
2025-06-08,6,Sunday,General,50,30,20,1,0,61.0
2025-06-08,6,Sunday,Emergency,30,17,13,1,0,57.7
2025-06-08,6,Sunday,Pediatrics,25,14,11,1,0,59.6
2025-06-08,6,Sunday,Maternity,20,11,9,0,0,59.0
2025-06-08,6,Sunday,Surgery,15,10,5,1,0,68.8
2025-06-08,6,Sunday,Cardiology,20,11,9,1,0,57.8
2025-06-08,6,Sunday,Orthopedics,20,12,8,1,0,62.1
2025-06-08,6,Sunday,Neurology,15,8,7,0,0,56.6
2025-06-08,6,Sunday,Oncology,15,10,5,0,0,68.7
2025-06-09,6,Monday,ICU,20,13,7,1,0,66.5
2025-06-09,6,Monday,General,50,29,21,0,0,59.1
2025-06-09,6,Monday,Emergency,30,20,10,0,0,69.1
2025-06-09,6,Monday,Pediatrics,25,16,9,0,0,65.0
2025-06-09,6,Monday,Maternity,20,12,8,1,0,60.2
2025-06-09,6,Monday,Surgery,15,9,6,0,0,66.4
2025-06-09,6,Monday,Cardiology,20,13,7,1,0,68.6
2025-06-09,6,Monday,Orthopedics,20,12,8,1,0,61.6
2025-06-09,6,Monday,Neurology,15,10,5,0,0,69.1
2025-06-09,6,Monday,Oncology,15,8,7,0,0,58.2
2025-06-10,6,Tuesday,ICU,20,12,8,0,0,62.2
2025-06-10,6,Tuesday,General,50,28,22,0,0,57.9
2025-06-10,6,Tuesday,Emergency,30,17,13,0,0,58.3
2025-06-10,6,Tuesday,Pediatrics,25,15,10,0,0,63.3
2025-06-10,6,Tuesday,Maternity,20,12,8,1,0,64.3
2025-06-10,6,Tuesday,Surgery,15,9,6,0,0,60.3
2025-06-10,6,Tuesday,Cardiology,20,12,8,1,0,60.6
2025-06-10,6,Tuesday,Orthopedics,20,13,7,1,0,68.0
2025-06-10,6,Tuesday,Neurology,15,10,5,1,0,67.7
2025-06-10,6,Tuesday,Oncology,15,10,5,1,0,69.0
2025-06-11,6,Wednesday,ICU,20,13,7,0,0,67.4
2025-06-11,6,Wednesday,General,50,29,21,1,0,59.7
2025-06-11,6,Wednesday,Emergency,30,18,12,1,0,60.9
2025-06-11,6,Wednesday,Pediatrics,25,15,10,1,0,61.7
2025-06-11,6,Wednesday,Maternity,20,12,8,1,0,63.5
2025-06-11,6,Wednesday,Surgery,15,8,7,1,0,60.0
2025-06-11,6,Wednesday,Cardiology,20,13,7,0,0,67.6
2025-06-11,6,Wednesday,Orthopedics,20,11,9,1,0,58.7
2025-06-11,6,Wednesday,Neurology,15,8,7,1,0,59.7
2025-06-11,6,Wednesday,Oncology,15,10,5,0,0,69.1
2025-06-12,6,Thursday,ICU,20,13,7,0,0,68.6
2025-06-12,6,Thursday,General,50,32,18,0,0,65.2
2025-06-12,6,Thursday,Emergency,30,20,10,1,0,67.9
2025-06-12,6,Thursday,Pediatrics,25,17,8,0,0,68.4
2025-06-12,6,Thursday,Maternity,20,11,9,1,0,59.8
2025-06-12,6,Thursday,Surgery,15,9,6,0,0,61.4
2025-06-12,6,Thursday,Cardiology,20,13,7,1,0,67.0
2025-06-12,6,Thursday,Orthopedics,20,13,7,0,0,65.3
2025-06-12,6,Thursday,Neurology,15,9,6,0,0,60.8
2025-06-12,6,Thursday,Oncology,15,9,6,0,0,64.6
2025-06-13,6,Friday,ICU,20,12,8,1,0,63.1
2025-06-13,6,Friday,General,50,31,19,1,0,62.1
2025-06-13,6,Friday,Emergency,30,19,11,0,0,64.1
2025-06-13,6,Friday,Pediatrics,25,16,9,0,0,68.0
2025-06-13,6,Friday,Maternity,20,11,9,1,0,57.9
2025-06-13,6,Friday,Surgery,15,9,6,0,0,65.3
2025-06-13,6,Friday,Cardiology,20,12,8,1,0,62.1
2025-06-13,6,Friday,Orthopedics,20,13,7,0,0,65.6
2025-06-13,6,Friday,Neurology,15,8,7,1,0,57.9
2025-06-13,6,Friday,Oncology,15,8,7,1,0,56.8
2025-06-14,6,Saturday,ICU,20,12,8,0,0,61.7
2025-06-14,6,Saturday,General,50,29,21,0,0,59.6
2025-06-14,6,Saturday,Emergency,30,19,11,0,0,65.5
2025-06-14,6,Saturday,Pediatrics,25,17,8,0,0,68.8
2025-06-14,6,Saturday,Maternity,20,12,8,1,0,61.2
2025-06-14,6,Saturday,Surgery,15,9,6,0,0,64.2
2025-06-14,6,Saturday,Cardiology,20,13,7,0,0,67.2
2025-06-14,6,Saturday,Orthopedics,20,13,7,0,0,65.3
2025-06-14,6,Saturday,Neurology,15,9,6,0,0,64.4
2025-06-14,6,Saturday,Oncology,15,9,6,1,0,65.6
2025-06-15,6,Sunday,ICU,20,13,7,0,0,66.1
2025-06-15,6,Sunday,General,50,32,18,0,0,65.1
2025-06-15,6,Sunday,Emergency,30,17,13,0,0,57.3
2025-06-15,6,Sunday,Pediatrics,25,17,8,0,0,68.8
2025-06-15,6,Sunday,Maternity,20,13,7,0,0,68.0
2025-06-15,6,Sunday,Surgery,15,8,7,0,0,57.6
2025-06-15,6,Sunday,Cardiology,20,11,9,0,0,56.8
2025-06-15,6,Sunday,Orthopedics,20,12,8,1,0,63.5
2025-06-15,6,Sunday,Neurology,15,10,5,0,0,68.9
2025-06-15,6,Sunday,Oncology,15,9,6,0,0,60.2
2025-06-16,6,Monday,ICU,20,11,9,1,0,59.3
2025-06-16,6,Monday,General,50,31,19,1,0,63.0
2025-06-16,6,Monday,Emergency,30,17,13,0,0,58.6
2025-06-16,6,Monday,Pediatrics,25,15,10,0,0,61.4
2025-06-16,6,Monday,Maternity,20,11,9,0,0,59.3
2025-06-16,6,Monday,Surgery,15,10,5,0,0,68.4
2025-06-16,6,Monday,Cardiology,20,13,7,0,0,68.4
2025-06-16,6,Monday,Orthopedics,20,12,8,1,0,60.2
2025-06-16,6,Monday,Neurology,15,10,5,0,0,67.2
2025-06-16,6,Monday,Oncology,15,9,6,0,0,61.7
2025-06-17,6,Tuesday,ICU,20,12,8,1,0,60.6
